t_diff,prcp_diff,county
11.5,0.0,39127
8.0,0.0,39129
5.0,0.0,39131
-8.5,20.0,39133
-2.5,0.0,39135
-17.0,0.0,39137
3.0,5.0,39139
11.5,0.0,39143
11.5,0.0,39145
0.0,0.0,39149
0.5,0.0,39153
11.0,0.0,39155
3.0,0.0,39157
-11.0,0.0,39159
11.5,0.0,39161
-16.5,0.0,39165
13.5,0.0,39167
0.0,0.0,39169
14.0,0.0,39171
-11.5,0.0,39173
-8.5,0.0,40003
3.0,0.0,40005
-17.0,0.0,40007
-16.5,0.0,40011
2.5,0.0,40013
8.0,0.0,40019
-45.0,0.0,40025
-5.5,0.0,40027
3.0,0.0,40029
-19.5,0.0,40031
-16.5,0.0,40033
-2.5,0.0,40041
-33.0,0.0,40045
-11.5,0.0,40047
-8.0,0.0,40049
-13.5,0.0,40051
-30.5,0.0,40059
-2.5,0.0,40067
-5.5,0.0,40069
-5.5,0.0,40071
0.5,0.0,40075
-3.0,0.0,40079
-11.0,0.0,40081
-39.0,0.0,40083
-5.5,0.0,40085
-25.0,0.0,40087
-2.5,0.0,40089
3.0,0.0,40095
-2.5,0.0,40099
-16.5,0.0,40101
-19.0,0.0,40103
-39.0,0.0,40109
-33.5,0.0,40113
-3.0,0.0,40115
19.5,0.0,40117
-27.5,0.0,40119
0.0,0.0,40121
-3.0,0.0,40123
-22.5,0.0,40125
2.5,0.0,40127
-5.5,0.0,40131
-13.5,0.0,40133
-14.0,0.0,40137
-36.5,0.0,40139
-16.5,0.0,40141
-31.0,0.0,40143
-30.5,0.0,40149
-17.0,0.0,40151
-24.5,0.0,40153
-1.5,0.0,41001
17.0,0.0,41003
19.5,0.0,41005
16.0,0.0,41007
11.0,0.0,41009
24.5,15.0,41011
5.5,0.0,41013
-5.5,0.0,41015
6.0,0.0,41017
8.0,0.0,41019
25.5,0.0,41023
26.0,0.0,41025
21.0,26.0,41027
3.0,0.0,41029
19.5,0.0,41031
-3.0,0.0,41033
16.0,0.0,41035
-22.0,-25.0,41037
-3.0,3.0,41039
11.0,0.0,41041
22.5,0.0,41043
36.0,0.0,41045
3.0,0.0,41047
26.0,0.0,41049
11.0,0.0,41051
8.5,13.0,41053
8.5,0.0,41055
11.0,0.0,41057
8.5,0.0,41059
25.0,0.0,41061
24.5,0.0,41063
13.5,0.0,41065
21.5,0.0,41067
2.5,0.0,41069
22.5,0.0,41071
-6.0,0.0,42001
14.0,0.0,42003
47.5,5.0,42005
13.5,0.0,42007
28.0,0.0,42009
33.5,0.0,42011
-2.5,0.0,42013
19.5,0.0,42015
47.0,0.0,42017
8.5,0.0,42019
2.5,10.0,42021
19.0,3.0,42023
36.5,0.0,42025
22.0,2.0,42027
10.0,0.0,42029
8.0,5.0,42033
25.5,0.0,42035
39.0,0.0,42037
11.0,0.0,42039
30.5,0.0,42041
16.0,0.0,42043
53.0,-3.0,42047
-2.5,66.0,42049
14.0,0.0,42051
19.5,5.0,42053
-2.5,0.0,42055
8.0,0.0,42059
24.5,0.0,42061
13.5,0.0,42063
8.5,13.0,42065
33.5,0.0,42071
8.5,3.0,42073
16.5,0.0,42075
16.0,0.0,42077
11.0,0.0,42079
22.0,5.0,42081
5.0,8.0,42083
31.0,-5.0,42087
11.5,5.0,42089
47.5,0.0,42091
41.5,0.0,42095
30.5,0.0,42097
5.0,0.0,42101
3.0,0.0,42105
30.5,0.0,42107
24.5,0.0,42109
25.0,5.0,42111
30.5,0.0,42113
53.0,-3.0,42117
25.5,0.0,42119
14.5,0.0,42121
22.0,7.0,42123
11.0,0.0,42125
38.5,-5.0,42127
11.0,64.0,42129
44.5,0.0,42133
27.5,0.0,44003
30.5,0.0,44005
25.0,0.0,44007
28.0,0.0,44009
52.5,58.0,45001
81.0,10.0,45007
66.5,224.0,45009
61.0,224.0,45011
41.5,91.0,45013
69.5,295.0,45015
50.0,76.0,45019
61.5,13.0,45023
80.5,25.0,45025
69.5,135.0,45027
41.5,107.0,45029
77.5,102.0,45031
83.5,292.0,45035
58.0,20.0,45037
75.0,165.0,45039
72.0,8.0,45041
50.0,183.0,45043
36.0,0.0,45045
44.5,0.0,45047
53.0,168.0,45049
89.0,30.0,45051
75.5,229.0,45055
72.5,13.0,45059
75.5,38.0,45061
75.0,0.0,45063
53.0,33.0,45065
69.5,140.0,45067
74.5,0.0,45069
69.5,41.0,45071
72.5,0.0,45073
31.0,8.0,45075
80.5,0.0,45077
72.5,3.0,45079
61.0,18.0,45081
74.5,5.0,45083
64.0,86.0,45085
72.0,0.0,45087
69.5,244.0,45089
72.5,46.0,45091
-44.5,0.0,46003
0.5,0.0,46005
-42.0,0.0,46009
-33.5,0.0,46011
-8.0,0.0,46013
-28.0,0.0,46015
-33.0,0.0,46017
11.0,0.0,46019
-5.5,0.0,46021
-19.5,0.0,46023
-42.0,0.0,46025
-24.5,0.0,46027
-25.0,0.0,46029
-16.5,0.0,46031
-16.5,0.0,46033
2.0,0.0,46035
-33.5,0.0,46037
-19.5,0.0,46039
-16.5,0.0,46041
-19.5,0.0,46045
-13.5,0.0,46047
-19.0,0.0,46049
-11.0,0.0,46051
-55.5,0.0,46053
-22.0,0.0,46055
-33.5,0.0,46057
-47.0,0.0,46059
-36.0,0.0,46061
-2.5,0.0,46063
-2.5,0.0,46065
39.0,0.0,46067
-8.0,0.0,46069
-41.5,0.0,46071
-50.0,0.0,46073
-39.0,0.0,46075
-5.5,0.0,46077
-47.0,0.0,46079
-36.5,0.0,46081
11.0,0.0,46083
-19.5,0.0,46085
5.0,0.0,46087
-14.0,0.0,46089
-13.5,0.0,46091
-30.5,0.0,46093
-28.0,0.0,46095
-66.5,0.0,46097
2.5,0.0,46099
-44.5,0.0,46101
-58.0,0.0,46103
5.5,0.0,46105
-39.0,0.0,46107
-14.0,0.0,46109
-50.0,0.0,46111
14.5,0.0,46113
-19.0,0.0,46115
-39.0,0.0,46117
-6.0,0.0,46119
-47.0,0.0,46121
-33.0,0.0,46123
-35.5,0.0,46127
-25.0,0.0,46129
-64.5,0.0,46135
-30.5,0.0,46137
52.5,3.0,47001
-8.5,0.0,47003
0.0,0.0,47005
17.0,0.0,47007
3.0,0.0,47009
8.5,0.0,47011
37.0,0.0,47013
-2.5,0.0,47015
5.0,0.0,47017
67.0,0.0,47019
22.0,0.0,47023
56.0,0.0,47025
8.0,0.0,47029
30.5,0.0,47031
8.0,0.0,47033
-5.5,0.0,47035
16.5,0.0,47037
11.5,0.0,47039
25.0,0.0,47041
0.0,0.0,47043
28.0,0.0,47047
36.5,0.0,47049
-3.0,0.0,47051
14.0,0.0,47053
33.5,0.0,47055
86.0,0.0,47059
22.5,0.0,47061
-0.5,0.0,47063
2.5,0.0,47065
-13.5,0.0,47071
47.0,0.0,47073
14.0,0.0,47075
14.0,0.0,47077
7.5,0.0,47079
16.5,0.0,47081
13.5,0.0,47083
58.5,0.0,47091
8.5,0.0,47093
5.5,0.0,47097
5.5,0.0,47101
8.5,0.0,47103
69.5,0.0,47105
47.0,0.0,47107
33.5,0.0,47109
0.0,0.0,47113
11.0,0.0,47115
30.5,0.0,47117
47.5,0.0,47119
50.0,0.0,47121
-13.5,0.0,47123
5.5,0.0,47125
36.5,0.0,47127
2.5,0.0,47131
8.0,0.0,47135
24.5,0.0,47137
22.5,0.0,47141
50.0,0.0,47143
39.0,0.0,47145
-2.5,0.0,47147
19.0,0.0,47149
30.5,0.0,47151
33.5,0.0,47153
25.0,0.0,47155
16.5,0.0,47157
19.5,0.0,47163
-3.0,0.0,47165
8.0,0.0,47167
94.5,0.0,47171
5.5,0.0,47177
28.0,0.0,47181
-3.0,0.0,47183
72.5,0.0,47185
-3.0,0.0,47187
10.5,0.0,47189
5.5,0.0,48001
19.5,0.0,48003
-2.5,0.0,48005
29.0,-203.0,48007
33.5,0.0,48013
22.5,-3.0,48015
-5.5,25.0,48017
14.0,-33.0,48019
11.0,0.0,48021
5.5,0.0,48023
-8.5,0.0,48027
31.0,-236.0,48029
25.5,-147.0,48031
-25.0,0.0,48033
6.0,0.0,48037
36.0,-94.0,48039
-3.0,-3.0,48041
27.5,38.0,48043
-25.0,0.0,48045
-2.5,0.0,48049
11.0,0.0,48053
11.0,-89.0,48055
36.0,-272.0,48057
-11.5,0.0,48059
28.0,-193.0,48061
-8.0,0.0,48063
-39.5,0.0,48065
-5.5,0.0,48067
-17.0,0.0,48069
22.5,0.0,48071
5.5,0.0,48073
-14.0,0.0,48075
5.5,8.0,48079
-22.5,0.0,48081
0.0,0.0,48083
-2.5,0.0,48085
-17.0,0.0,48087
19.5,-56.0,48089
0.0,0.0,48095
0.0,0.0,48097
-22.0,0.0,48099
-11.0,0.0,48101
5.5,0.0,48103
28.0,0.0,48105
-33.5,0.0,48107
58.5,0.0,48109
-3.0,0.0,48113
-25.5,-64.0,48115
-33.5,0.0,48117
-8.5,0.0,48121
25.0,-59.0,48123
-22.5,0.0,48125
11.0,0.0,48129
61.5,-269.0,48131
-25.0,0.0,48135
-11.5,0.0,48139
10.0,0.0,48141
5.0,0.0,48143
14.0,0.0,48145
-5.5,0.0,48147
-47.0,0.0,48153
3.0,-22.0,48157
8.5,0.0,48159
33.5,-25.0,48163
9.0,15.0,48167
-24.5,0.0,48169
-19.5,-10.0,48171
28.0,-94.0,48177
-22.0,0.0,48179
-2.5,0.0,48181
5.5,0.0,48183
19.0,-25.0,48187
-55.5,0.0,48189
-21.5,0.0,48191
-31.0,0.0,48195
33.5,23.0,48199
-2.5,-7.0,48201
14.0,0.0,48203
-17.0,0.0,48205
-11.0,0.0,48207
14.0,-30.0,48209
14.0,0.0,48213
25.0,-91.0,48215
-16.5,0.0,48217
-20.0,3.0,48219
-2.5,0.0,48221
5.5,0.0,48223
11.0,0.0,48225
22.5,0.0,48229
11.5,0.0,48233
3.0,0.0,48235
7.5,0.0,48237
14.0,5.0,48241
80.5,3.0,48243
17.0,0.0,48245
42.0,-305.0,48249
0.5,0.0,48251
-11.5,0.0,48253
-8.0,0.0,48257
16.5,-48.0,48259
27.5,-249.0,48261
-19.5,0.0,48263
-16.5,0.0,48265
0.0,0.0,48267
-8.5,0.0,48269
27.5,-71.0,48271
33.0,-153.0,48273
-13.5,3.0,48275
2.5,0.0,48277
-17.0,0.0,48279
33.5,-155.0,48283
14.0,5.0,48285
13.5,3.0,48287
3.0,0.0,48289
14.0,20.0,48291
-28.0,0.0,48295
44.5,-229.0,48297
-2.5,0.0,48299
-31.0,0.0,48303
-25.0,0.0,48305
-16.5,0.0,48307
-5.5,0.0,48309
44.5,-203.0,48311
16.5,0.0,48313
3.0,0.0,48315
2.5,-8.0,48319
25.5,-53.0,48321
30.5,-101.0,48325
25.0,0.0,48327
-30.0,10.0,48329
14.0,0.0,48333
-3.0,0.0,48337
17.0,33.0,48339
-30.5,0.0,48341
6.0,0.0,48343
-19.5,0.0,48345
8.5,0.0,48347
-6.0,0.0,48349
-5.5,0.0,48353
30.5,-177.0,48355
-22.0,0.0,48359
14.0,2.0,48361
0.0,0.0,48365
-13.5,0.0,48367
-20.0,0.0,48369
47.5,3.0,48371
-27.5,0.0,48375
5.5,0.0,48377
11.5,0.0,48379
-17.0,0.0,48381
17.0,13.0,48383
0.0,-51.0,48385
30.5,0.0,48389
44.5,-262.0,48391
13.5,0.0,48399
6.0,0.0,48401
16.5,0.0,48405
38.5,-386.0,48409
0.0,0.0,48411
36.5,-15.0,48413
-19.0,3.0,48415
-19.5,0.0,48417
13.5,0.0,48419
-36.0,0.0,48421
0.0,0.0,48423
-2.5,0.0,48425
11.0,-112.0,48427
0.0,0.0,48429
14.0,0.0,48431
-14.0,0.0,48433
28.0,0.0,48435
-31.0,0.0,48437
-8.5,0.0,48439
-22.0,0.0,48441
22.0,-20.0,48443
-20.0,10.0,48445
5.5,0.0,48449
30.0,0.0,48451
8.5,-51.0,48453
0.0,33.0,48457
17.0,0.0,48459
36.0,0.0,48461
16.5,0.0,48465
-13.5,0.0,48467
24.5,-244.0,48469
17.0,18.0,48471
-22.0,8.0,48475
11.0,5.0,48477
33.5,-132.0,48479
-11.5,-30.0,48481
-2.5,0.0,48483
-13.5,0.0,48485
36.0,-94.0,48489
0.0,-3.0,48491
33.0,-89.0,48493
-11.0,0.0,48495
11.0,0.0,48497
8.5,0.0,48499
11.5,26.0,48501
25.0,-216.0,48505
-55.5,0.0,49001
0.0,0.0,49003
-8.5,0.0,49005
0.0,0.0,49007
-73.0,-51.0,49009
-36.0,0.0,49011
-60.5,-25.0,49013
-55.5,0.0,49015
-79.5,51.0,49017
-2.5,0.0,49019
-89.0,0.0,49021
-83.5,0.0,49023
-22.5,0.0,49025
13.5,0.0,49027
-44.0,-25.0,49029
-87.5,0.0,49031
5.5,0.0,49033
-43.5,-25.0,49035
-14.0,0.0,49037
-54.0,0.0,49039
-76.0,0.0,49041
-83.0,0.0,49043
6.0,0.0,49045
25.0,0.0,49047
-48.0,0.0,49049
-52.0,25.0,49051
-112.0,0.0,49053
-47.5,0.0,49055
-22.0,0.0,49057
14.0,0.0,50001
8.5,0.0,50003
17.0,5.0,50005
8.0,3.0,50007
25.0,2.0,50009
19.5,0.0,50011
5.5,15.0,50013
28.0,7.0,50015
8.5,-8.0,50017
16.5,61.0,50019
19.0,3.0,50021
11.5,0.0,50023
31.0,-15.0,50025
0.0,-15.0,50027
13.0,0.0,51001
55.5,0.0,51003
47.0,0.0,51005
55.5,0.0,51011
50.0,0.0,51017
44.5,0.0,51027
66.5,0.0,51031
36.5,0.0,51033
55.5,0.0,51037
58.5,0.0,51049
53.0,0.0,51051
58.5,0.0,51059
58.0,0.0,51061
52.5,0.0,51063
64.0,5.0,51065
52.5,0.0,51067
28.0,0.0,51069
41.5,0.0,51071
70.0,0.0,51077
61.0,5.0,51083
8.0,0.0,51085
18.5,0.0,51087
-5.0,0.0,51091
42.0,0.0,51097
25.0,0.0,51101
74.5,0.0,51107
22.0,0.0,51109
64.0,0.0,51115
53.0,10.0,51117
58.5,0.0,51121
64.0,0.0,51125
61.5,13.0,51135
-5.5,0.0,51137
66.5,0.0,51139
63.5,0.0,51141
64.0,0.0,51143
72.5,0.0,51145
89.5,13.0,51149
53.0,0.0,51155
74.5,0.0,51163
72.0,0.0,51165
50.0,0.0,51167
61.0,0.0,51171
63.5,0.0,51173
5.0,0.0,51179
8.0,0.0,51183
44.5,0.0,51185
53.0,0.0,51187
56.0,0.0,51191
75.0,0.0,51195
64.0,0.0,51197
16.5,0.0,51199
52.5,140.0,51550
13.5,0.0,51590
52.5,0.0,51630
53.0,0.0,51670
63.5,0.0,51683
78.0,0.0,51690
25.0,0.0,51700
30.5,0.0,51710
-5.5,0.0,51730
-8.0,0.0,51770
19.5,0.0,51790
25.0,0.0,51800
30.5,0.0,51810
60.5,0.0,51820
55.5,0.0,51840
3.0,0.0,53001
-9.0,0.0,53003
16.5,0.0,53005
-20.0,-48.0,53007
11.5,0.0,53009
-2.5,0.0,53011
14.5,0.0,53013
5.0,0.0,53015
2.5,0.0,53017
-15.5,0.0,53019
20.0,0.0,53021
-3.5,0.0,53023
13.5,0.0,53025
8.0,0.0,53027
5.5,0.0,53029
-3.0,0.0,53031
13.5,0.0,53033
-6.0,0.0,53035
46.5,0.0,53037
5.0,0.0,53039
18.5,0.0,53041
30.5,0.0,53043
8.5,0.0,53045
-6.5,0.0,53047
11.0,0.0,53049
-23.0,0.0,53051
-4.5,0.0,53053
0.0,0.0,53055
-18.5,-51.0,53057
14.0,0.0,53059
-8.0,0.0,53061
-8.5,0.0,53063
2.5,0.0,53065
0.0,0.0,53067
19.5,0.0,53069
14.0,0.0,53071
-5.5,0.0,53073
0.0,0.0,53075
11.0,0.0,53077
52.5,0.0,54003
33.0,5.0,54005
25.5,3.0,54007
19.5,0.0,54011
25.0,0.0,54013
13.5,0.0,54017
19.5,0.0,54021
36.0,0.0,54023
34.0,0.0,54025
44.5,0.0,54027
19.0,0.0,54029
58.0,0.0,54031
8.0,0.0,54033
38.5,0.0,54035
30.5,0.0,54039
19.5,10.0,54041
30.5,0.0,54045
14.0,0.0,54049
5.0,0.0,54051
16.5,0.0,54053
-8.5,0.0,54055
31.0,0.0,54057
16.5,8.0,54061
36.0,0.0,54065
44.5,10.0,54067
11.0,0.0,54069
5.0,0.0,54073
47.0,0.0,54075
19.5,2.0,54077
42.0,0.0,54079
-3.0,0.0,54081
33.0,15.0,54083
16.5,0.0,54085
14.0,0.0,54087
28.0,0.0,54089
14.0,0.0,54091
44.5,25.0,54093
16.5,0.0,54095
49.5,20.0,54097
-3.0,0.0,54099
41.5,25.0,54101
5.5,8.0,54103
2.5,0.0,54107
61.0,0.0,54109
0.0,0.0,55001
-5.5,0.0,55003
-19.0,0.0,55005
3.0,0.0,55007
-8.0,0.0,55009
-13.5,0.0,55011
-27.5,0.0,55013
-5.5,0.0,55015
-8.5,0.0,55017
3.0,0.0,55019
-5.5,0.0,55021
5.5,0.0,55023
-8.5,0.0,55025
3.0,0.0,55027
3.0,0.0,55029
-5.5,0.0,55031
-11.5,0.0,55033
6.0,0.0,55035
-16.0,0.0,55037
-14.0,0.0,55039
8.5,0.0,55043
-5.5,0.0,55045
16.5,0.0,55047
0.5,0.0,55049
-11.0,3.0,55051
-5.5,0.0,55053
3.0,0.0,55055
8.5,0.0,55057
-8.0,0.0,55059
-5.5,0.0,55061
6.0,0.0,55063
-7.5,0.0,55065
0.0,3.0,55069
-19.5,0.0,55071
-13.5,0.0,55073
8.0,0.0,55075
6.0,0.0,55077
-19.0,0.0,55079
11.5,0.0,55081
8.5,0.0,55083
-16.5,0.0,55085
-2.5,0.0,55087
-5.5,0.0,55089
-19.5,0.0,55091
-21.5,0.0,55093
-33.5,0.0,55095
-2.5,0.0,55097
-0.5,0.0,55099
-2.5,0.0,55101
-3.0,0.0,55105
2.5,0.0,55107
-19.5,0.0,55109
0.5,0.0,55111
-19.5,0.0,55113
5.5,0.0,55115
-5.5,0.0,55117
-3.0,0.0,55119
-6.0,0.0,55121
2.5,0.0,55123
-19.5,0.0,55125
-2.5,0.0,55127
-11.0,0.0,55129
0.0,0.0,55131
8.5,0.0,55133
-5.5,0.0,55135
-5.5,0.0,55137
-5.5,0.0,55139
2.5,3.0,55141
-70.5,25.0,56001
-2.0,0.0,56003
-2.5,0.0,56005
3.0,0.0,56007
-16.5,0.0,56009
-27.5,0.0,56011
6.0,0.0,56013
-36.0,0.0,56015
-10.0,-25.0,56017
-7.5,25.0,56019
-30.5,0.0,56021
-3.0,0.0,56023
-14.0,0.0,56025
-16.5,0.0,56027
-17.5,0.0,56029
-6.0,0.0,56031
-56.0,0.0,56033
-26.5,0.0,56035
-22.5,0.0,56037
-10.5,25.0,56039
-27.5,0.0,56041
-44.5,0.0,56043
-61.0,0.0,56045
